Station,TEMP,TDS,pH,TURB,WQI
IND00048,27.0,229.603294359,7.0,20.1385306715,58.7592029413
IND00048,19.0,229.603294359,8.0,20.1385306715,56.8425362746
IND00048,20.0,229.603294359,7.5,20.1385306715,56.9675362746
IND00048,22.0,229.603294359,7.5,20.1385306715,57.5230918301
IND00048,23.5,229.603294359,7.5,20.1385306715,57.9397584968
IND00048,30.0,229.603294359,7.6,20.1385306715,59.7758696079
IND00048,30.0,229.603294359,7.2,20.1385306715,59.6536473857
IND00048,26.5,229.603294359,6.9,20.1385306715,58.5897584968
IND00048,31.5,229.603294359,7.5,20.1385306715,60.161980719
IND00048,31.5,229.603294359,7.3,20.1385306715,60.1008696079
IND00048,29.0,229.603294359,7.8,20.1385306715,59.5592029412
IND00048,28.5,229.603294359,7.4,20.1385306715,59.2980918301
IND00048,29.5,229.603294359,7.2,20.1385306715,59.5147584968
IND00048,20.4,229.603294359,8.3,20.1385306715,57.3230918301
IND00048,26.0,229.603294359,8.3,20.1385306715,58.8786473857
IND00048,30.0,229.603294359,8.2,20.1385306715,59.9592029413
IND00048,32.0,229.603294359,8.0,20.1385306715,60.4536473857
IND00048,31.0,229.603294359,7.3,20.1385306715,59.961980719
IND00048,30.0,229.603294359,7.7,20.1385306715,59.8064251635
IND00048,30.0,229.603294359,7.5,20.1385306715,59.7453140524
IND00048,29.5,229.603294359,7.6,20.1385306715,59.636980719
IND00048,26.5,229.603294359,7.5,20.1385306715,58.7730918301
IND00048,28.0,229.603294359,7.5,20.1385306715,59.1897584968
IND00048,23.0,229.603294359,7.3,20.1385306715,57.7397584968
IND00048,30.0,229.603294359,7.1,20.1385306715,59.6230918301
IND00048,32.0,229.603294359,7.2,20.1385306715,60.2092029413
IND00048,31.0,229.603294359,7.4,20.1385306715,59.9925362746
IND00048,31.0,229.603294359,7.8,20.1385306715,60.1147584968
IND00048,30.0,229.603294359,7.1,20.1385306715,59.6230918301
IND00048,33.0,229.603294359,7.2,20.1385306715,60.486980719
IND00048,33.0,229.603294359,8.0,20.1385306715,60.7314251635
IND00048,29.0,229.603294359,7.4,20.1385306715,59.436980719
IND00048,30.0,229.603294359,8.0,20.1385306715,59.8980918301
IND00048,34.0,229.603294359,7.2,6.0,57.622862792
IND00048,31.5,229.603294359,7.4,12.0,58.322862792
IND00048,31.0,229.603294359,7.2,8.0,57.2339739031
IND00048,31.0,229.603294359,7.4,5.0,56.6284183476
IND00048,26.4,229.603294359,7.8,1.14,54.6150850143
IND00048,22.0,229.603294359,7.4,6.0,54.3506405698
IND00048,31.0,229.603294359,8.29,20.1385306715,60.264480719
IND00048,34.2,0.0,7.2,24.0,17.0333333333
IND00048,29.0,0.0,7.0,193.0,53.0833333333
IND00048,34.0,0.0,7.4,164.0,48.15
IND00048,32.0,0.0,7.3,30.0,17.7861111111
IND00048,32.0,0.0,6.7,70.0,26.4916666667
IND00048,28.0,0.0,8.3,8.0,12.0916666667
IND00048,24.0,0.0,8.7,42.0,18.6583333333
IND00048,21.0,0.0,8.2,8.0,10.1166666667
IND00048,21.0,0.0,7.9,4.0,9.13611111111
IND00048,28.0,0.0,8.0,14.0,13.3333333333
IND00048,30.5,0.0,8.4,28.0,17.2611111111
IND00048,29.0,229.603294359,8.0,48.0,65.8117516809
IND00048,33.0,229.603294359,8.4,36.0,64.3784183476
IND00048,31.0,229.603294359,7.4,380.0,139.961751681
IND00048,31.0,229.603294359,7.8,360.0,135.639529459
IND00048,29.0,229.603294359,7.0,150.0,88.172862792
IND00048,26.0,229.603294359,7.5,124.0,81.7145294587
IND00048,2.0,229.603294359,8.0,8.0,49.422862792
IND00048,22.0,229.603294359,8.1,36.0,61.2311961254
IND00048,26.5,229.603294359,8.4,40.0,63.4617516809
IND00048,34.0,229.603294359,8.0,6.0,57.8673072365
IND00048,30.3,229.603294359,7.7,20.1385306715,59.8897584968
IND00048,29.3,229.603294359,7.7,20.1385306715,59.611980719
IND00048,35.3,229.603294359,7.6,20.1385306715,61.2480918301
IND00048,33.5,229.603294359,7.7,20.1385306715,60.7786473857
IND00048,26.0,229.603294359,7.6,20.1385306715,58.6647584968
IND00048,23.0,229.603294359,7.6,16.0,56.9117516809
IND00048,30.0,229.603294359,7.3,134.0,84.9867516809
IND00048,36.0,229.603294359,7.6,36.0,64.9673072365
IND00048,32.8,229.603294359,7.4,70.0,71.572862792
IND00048,29.5,229.603294359,7.5,70.0,70.6867516809
IND00048,28.0,229.603294359,7.1,24.0,59.9256405698
IND00048,26.0,229.603294359,7.8,70.0,69.8061961254
IND00048,23.0,229.603294359,7.9,12.0,56.1145294587
IND00048,23.8,229.603294359,7.1,10.0,55.647862792
IND00048,34.0,229.603294359,8.4,5.0,57.7673072365
IND00048,28.5,229.603294359,8.1,600.0,188.370085014
IND00048,28.0,229.603294359,8.0,520.0,170.422862792
IND00048,23.0,229.603294359,8.4,210.0,100.267307236
IND00048,22.0,229.603294359,8.3,18.0,57.2923072365
IND00048,31.5,229.603294359,7.9,16.0,59.3645294587
IND00048,31.5,229.603294359,7.9,14.0,58.9200850143
IND00048,28.3,229.603294359,7.1,6.0,56.0089739031
IND00048,33.5,229.603294359,7.1,7.0,57.6756405698
IND00048,31.0,229.603294359,7.1,6.0,56.7589739031
IND00048,28.0,229.603294359,7.7,0.0,54.7756405698
IND00048,22.8,229.603294359,8.3,6.0,54.847862792
IND00048,21.8,229.603294359,7.6,4.0,53.9117516809
IND00048,21.0,229.603294359,7.9,15.0,56.2256405698
IND00048,28.0,229.603294359,7.7,12.0,57.4423072365
IND00048,31.0,229.603294359,7.8,28.0,61.8617516809
IND00048,30.0,229.603294359,7.5,20.1385306715,59.7453140524
IND00048,28.5,229.603294359,8.2,140.0,86.1784183476
IND00048,27.0,229.603294359,8.1,60.0,67.9534183476
IND00048,29.0,229.603294359,7.0,40.0,63.7284183476
IND00048,30.0,229.603294359,7.6,4.0,56.1895294587
IND00048,21.5,229.603294359,8.0,12.0,55.7284183476
IND00048,26.0,229.603294359,7.4,9.0,56.1284183476
IND00048,26.6836370236,229.603294359,7.5,14.0,57.4599841875
IND00048,26.6836370236,229.603294359,7.4,12.0,56.9849841875
IND00048,31.0,229.603294359,8.29,20.1385306715,60.264480719
IND00048,30.0,229.603294359,7.6,9.0,57.3006405698
IND00048,33.0,229.603294359,7.3,8.0,57.8200850143
IND00048,26.6836370236,229.603294359,7.8,8.0,56.2183175208
IND00048,22.5,229.603294359,7.6,20.1385306715,57.6925362746
IND00048,30.0,229.603294359,7.4,20.1385306715,59.7147584968
IND00048,36.0,229.603294359,7.4,20.1385306715,61.3814251635
IND00048,36.0,229.603294359,7.4,20.1385306715,61.3814251635
IND00048,28.5,229.603294359,7.4,20.1385306715,59.2980918301
IND00048,28.0,229.603294359,7.5,20.1385306715,59.1897584968
IND00048,32.0,229.603294359,7.5,20.1385306715,60.3008696079
IND00048,25.0,229.603294359,7.5,20.1385306715,58.3564251635
IND00048,31.0,229.603294359,7.3,9.0,57.4867516809
IND00048,22.0,229.603294359,7.5,20.1385306715,57.5230918301
IND00048,29.0,229.603294359,7.4,20.1385306715,59.436980719
IND00048,26.0,229.603294359,7.9,20.1385306715,58.7564251635
IND00048,25.0,229.603294359,7.9,20.1385306715,58.4786473857
IND00048,20.0,229.603294359,8.0,20.1385306715,57.1203140524
IND00048,35.0,229.603294359,8.0,20.1385306715,61.286980719
IND00048,30.0,229.603294359,8.0,20.1385306715,59.8980918301
IND00048,21.0,229.603294359,8.2,20.1385306715,57.4592029413
IND00048,22.0,229.603294359,7.2,20.1385306715,57.4314251635
IND00048,20.4,229.603294359,8.0,20.1385306715,57.2314251635
IND00048,35.0,229.603294359,7.3,29.0,63.0423072365
IND00048,31.0,229.603294359,7.4,50.0,66.6284183476
IND00048,34.3,229.603294359,7.8,20.1385306715,61.0314251635
IND00048,28.2,229.603294359,8.1,20.1385306715,59.4286473857
IND00048,26.0,229.603294359,7.8,5.0,55.3617516809
IND00049,24.2,229.603294359,8.2,20.1385306715,58.3480918301
IND00049,26.2,229.603294359,7.6,20.1385306715,58.7203140524
IND00049,27.0,229.603294359,7.4,20.1385306715,58.8814251635
IND00049,31.3,229.603294359,7.1,20.1385306715,59.9842029412
IND00049,31.4,229.603294359,7.6,20.1385306715,60.1647584968
IND00049,33.4,229.603294359,7.2,20.1385306715,60.5980918301
IND00049,31.1,229.603294359,7.6,20.1385306715,60.0814251635
IND00049,29.8,229.603294359,7.2,20.1385306715,59.5980918301
IND00049,30.0,229.603294359,7.0,20.1385306715,59.5925362746
IND00049,29.1,229.603294359,8.0,20.1385306715,59.6480918301
IND00049,23.4,229.603294359,7.6,20.1385306715,57.9425362746
IND00049,25.2,229.603294359,8.8,20.1385306715,58.8092029413
IND00049,22.1,0.0,8.6,140.0,39.8777777778
IND00049,33.6,0.0,8.0,80.0,29.5555555556
IND00049,30.0,0.0,7.5,400.0,99.5138888889
IND00049,28.6,0.0,8.4,60.0,23.8444444444
IND00049,28.0,0.0,7.4,1260.0,290.038888889
IND00049,30.0,0.0,7.6,1220.0,281.766666667
IND00049,31.0,0.0,7.7,890.0,208.741666667
IND00049,33.0,0.0,7.5,128.0,39.9027777778
IND00049,29.5,0.0,7.8,210.0,57.2444444444
IND00049,29.0,0.0,7.5,52.0,21.9027777778
IND00049,25.1,0.0,7.5,112.0,34.1527777778
IND00049,21.0,0.0,7.4,280.0,70.3166666667
IND00049,24.0,0.0,7.2,70.0,24.4222222222
IND00049,32.0,0.0,7.8,176.0,50.3833333333
IND00049,33.0,0.0,7.5,56.0,23.9027777778
IND00049,29.5,0.0,7.5,22.0,15.375
IND00049,35.0,0.0,7.0,92.0,32.3055555556
IND00049,30.0,0.0,7.0,80.0,28.25
IND00049,30.0,0.0,7.8,170.0,48.4944444444
IND00049,32.0,0.0,7.9,36.0,19.3027777778
IND00049,30.0,0.0,8.1,80.0,28.5861111111
IND00049,28.5,0.0,8.3,12.0,13.1194444444
IND00049,24.0,0.0,6.8,110.0,33.1888888889
IND00049,23.0,0.0,4.9,174.0,46.5527777778
IND00049,26.0,0.0,6.8,4.0,10.1888888889
IND00049,33.0,0.0,7.2,64.0,25.5888888889
IND00049,34.5,0.0,7.3,96.0,33.1472222222
IND00049,30.0,229.603294359,7.4,80.0,73.0173072365
IND00049,36.0,229.603294359,6.4,110.0,81.0450850143
IND00049,31.5,229.603294359,7.9,220.0,104.697862792
IND00049,31.0,229.603294359,7.8,480.0,162.306196125
IND00049,33.5,229.603294359,7.0,160.0,91.6450850143
IND00049,28.0,229.603294359,6.7,120.0,81.1367516809
IND00049,28.0,229.603294359,6.4,600.0,187.711751681
IND00049,32.0,229.603294359,8.0,4.0,56.8673072365
IND00049,31.0,229.603294359,7.8,36.0,63.6395294587
IND00049,27.0,229.603294359,4.4,142.0,85.0450850143
IND00049,32.0,229.603294359,7.8,20.1385306715,60.3925362746
IND00049,31.5,229.603294359,7.6,20.1385306715,60.1925362746
IND00049,30.0,229.603294359,6.8,20.1385306715,59.5314251635
IND00049,33.0,229.603294359,4.3,20.1385306715,59.6008696079
IND00049,30.0,229.603294359,7.5,20.1385306715,59.7453140524
IND00049,27.6,229.603294359,7.1,20.1385306715,58.9564251635
IND00049,23.8,229.603294359,7.3,20.1385306715,57.961980719
IND00049,34.0,229.603294359,7.2,112.0,81.1784183476
IND00049,39.0,229.603294359,7.1,124.0,85.2034183476
IND00049,32.8,229.603294359,5.8,148.0,88.4173072365
IND00049,29.8,229.603294359,7.3,120.0,81.8200850143
IND00049,28.0,229.603294359,7.2,28.0,60.8450850143
IND00049,23.8,229.603294359,7.6,24.0,58.9117516809
IND00049,25.0,229.603294359,7.9,50.0,65.1145294587
IND00049,24.0,229.603294359,6.5,54.0,65.297862792
IND00049,35.2,229.603294359,4.8,160.0,91.4450850143
IND00049,29.0,229.603294359,8.2,200.0,99.6506405698
IND00049,28.6,229.603294359,7.6,124.0,82.4673072365
IND00049,23.5,229.603294359,6.8,121.0,80.1395294587
IND00049,33.0,229.603294359,7.4,30.0,62.7395294587
IND00049,29.0,229.603294359,7.5,38.0,63.4367516809
IND00049,30.0,229.603294359,7.1,46.0,65.3700850143
IND00049,27.0,229.603294359,7.0,38.0,62.7284183476
IND00049,32.5,229.603294359,6.9,32.0,62.8923072365
IND00049,30.0,229.603294359,7.3,34.0,62.7645294587
IND00049,24.0,229.603294359,7.9,26.0,59.5034183476
IND00049,21.2,229.603294359,7.4,12.0,55.4617516809
IND00049,23.0,229.603294359,7.7,12.0,56.0534183476
IND00049,29.0,229.603294359,6.7,10.0,56.9700850143
IND00049,31.3,229.603294359,7.6,22.0,60.5506405698
IND00049,27.0,229.603294359,7.4,7.0,55.9617516809
IND00049,30.2,229.603294359,7.3,120.0,81.9311961254
IND00049,31.5,229.603294359,8.0,110.0,80.2839739031
IND00049,28.5,229.603294359,7.8,58.0,67.8339739031
IND00049,27.0,229.603294359,8.0,40.0,63.4784183476
IND00049,30.5,229.603294359,8.4,4.0,56.572862792
IND00049,22.0,229.603294359,7.6,28.0,59.3006405698
IND00049,21.0,229.603294359,7.1,12.0,55.3145294587
IND00049,26.0,229.603294359,6.9,18.0,57.9756405698
IND00049,24.5,229.603294359,7.3,10.0,55.9034183476
IND00049,30.0,229.603294359,7.6,20.1385306715,59.7758696079
IND00049,28.0,229.603294359,7.5,20.1385306715,59.1897584968
IND00049,30.0,229.603294359,7.8,20.1385306715,59.836980719
IND00049,25.0,229.603294359,7.5,20.1385306715,58.3564251635
IND00049,30.0,229.603294359,8.1,20.1385306715,59.9286473857
IND00049,30.0,229.603294359,7.9,20.1385306715,59.8675362746
IND00049,28.5,229.603294359,7.0,20.1385306715,59.1758696079
IND00049,31.0,229.603294359,7.5,20.1385306715,60.0230918301
IND00049,27.0,229.603294359,6.9,20.1385306715,58.7286473857
IND00049,20.0,229.603294359,7.0,20.1385306715,56.8147584968
IND00049,22.0,229.603294359,7.0,20.1385306715,57.3703140524
IND00049,21.0,229.603294359,7.0,20.1385306715,57.0925362746
IND00049,37.0,229.603294359,7.0,20.1385306715,61.536980719
IND00049,33.0,229.603294359,8.0,20.1385306715,60.7314251635
IND00049,28.0,229.603294359,8.0,20.1385306715,59.3425362746
IND00049,33.0,229.603294359,8.0,20.1385306715,60.7314251635
IND00049,29.0,229.603294359,8.0,20.1385306715,59.6203140524
IND00049,28.0,229.603294359,8.0,20.1385306715,59.3425362746
IND00049,15.0,229.603294359,7.0,20.1385306715,55.4258696079
IND00049,23.5,229.603294359,8.0,20.1385306715,58.0925362746
IND00049,25.0,229.603294359,6.5,20.1385306715,58.0508696079
IND00049,34.2,229.603294359,6.5,20.1385306715,60.6064251635
IND00049,32.0,229.603294359,7.6,20.1385306715,60.3314251635
IND00049,30.0,229.603294359,7.6,20.1385306715,59.7758696079
IND00049,31.0,229.603294359,7.6,20.1385306715,60.0536473857
IND00049,30.0,229.603294359,7.4,20.1385306715,59.7147584968
IND00049,32.0,229.603294359,8.1,20.1385306715,60.4842029413
IND00049,29.0,229.603294359,7.6,20.1385306715,59.4980918301
IND00049,30.0,229.603294359,7.5,20.1385306715,59.7453140524
IND00049,18.0,229.603294359,7.8,20.1385306715,56.5036473857
IND00049,26.5,229.603294359,8.4,20.1385306715,59.0480918301
IND00049,28.0,229.603294359,8.1,20.1385306715,59.3730918301
IND00049,32.0,229.603294359,7.6,20.1385306715,60.3314251635
IND00049,37.0,229.603294359,7.9,20.1385306715,61.811980719
IND00049,33.0,229.603294359,7.8,20.1385306715,60.6703140524
IND00049,36.0,229.603294359,7.6,20.1385306715,61.4425362746
IND00049,28.0,229.603294359,7.3,20.1385306715,59.1286473857
IND00049,29.0,229.603294359,7.8,20.1385306715,59.5592029412
IND00049,26.4,229.603294359,7.6,20.1385306715,58.7758696079
IND00049,29.0,229.603294359,7.8,20.1385306715,59.5592029412
IND00049,25.0,229.603294359,6.8,20.1385306715,58.1425362746
IND00049,25.0,229.603294359,7.4,20.1385306715,58.3258696079
IND00049,26.0,229.603294359,7.0,20.1385306715,58.4814251635
IND00049,30.0,229.603294359,7.6,20.1385306715,59.7758696079
IND00049,36.0,229.603294359,6.4,20.1385306715,61.0758696079
IND00049,34.0,229.603294359,7.3,20.1385306715,60.7953140524
IND00049,31.0,229.603294359,8.0,20.1385306715,60.1758696079
IND00049,29.0,229.603294359,8.0,20.1385306715,59.6203140524
IND00049,34.0,229.603294359,8.0,20.1385306715,61.0092029412
IND00049,35.0,229.603294359,8.0,20.1385306715,61.286980719
IND00049,30.0,229.603294359,7.3,20.1385306715,59.6842029413
IND00049,30.0,229.603294359,6.0,20.1385306715,59.286980719
IND00049,33.0,229.603294359,7.4,12.0,58.7395294587
IND00049,34.0,229.603294359,7.4,30.0,63.0173072365
IND00049,30.0,229.603294359,7.8,15.0,58.6950850143
IND00049,31.5,229.603294359,7.4,11.0,58.1006405698
IND00049,28.0,229.603294359,7.5,10.0,56.9367516809
IND00049,26.0,229.603294359,7.4,10.0,56.3506405698
IND00049,22.0,229.603294359,7.4,15.0,56.3506405698
IND00049,27.0,229.603294359,7.5,11.0,56.8811961254
IND00049,26.6836370236,229.603294359,7.4,12.0,56.9849841875
IND00049,26.6836370236,229.603294359,7.4,15.0,57.6516508541
IND00049,31.0,229.603294359,7.6,21.0,60.2450850143
IND00049,32.5,229.603294359,7.4,22.0,60.822862792
IND00049,26.6836370236,229.603294359,7.9,24.0,59.8044286319
IND00049,23.0,229.603294359,7.8,20.1385306715,57.8925362746
IND00049,31.0,229.603294359,7.8,20.1385306715,60.1147584968
IND00049,28.0,229.603294359,7.6,20.1385306715,59.2203140524
IND00049,35.0,229.603294359,7.6,20.1385306715,61.1647584968
IND00049,31.5,229.603294359,7.8,20.1385306715,60.2536473857
IND00049,28.0,229.603294359,7.6,20.1385306715,59.2203140524
IND00049,28.0,229.603294359,7.6,20.1385306715,59.2203140524
IND00049,28.0,229.603294359,7.6,20.1385306715,59.2203140524
IND00049,23.0,229.603294359,7.3,20.1385306715,57.7397584968
IND00049,33.0,229.603294359,7.4,86.0,75.1839739031
IND00049,34.5,229.603294359,7.0,36.0,64.3673072365
IND00049,20.5,229.603294359,7.3,20.1385306715,57.0453140524
IND00049,29.0,229.603294359,6.8,20.1385306715,59.2536473857
IND00049,24.0,229.603294359,7.8,20.1385306715,58.1703140524
IND00049,33.0,229.603294359,8.0,20.1385306715,60.7314251635
IND00050,28.0,229.603294359,8.3,6.0,56.2923072365
IND00050,29.0,229.603294359,9.0,4.0,56.3395294587
IND00050,30.0,229.603294359,7.9,4.0,56.2811961254
IND00050,29.0,229.603294359,8.6,1.0,55.5506405698
IND00050,27.0,0.0,8.2,5.0,11.1166666667
IND00050,27.0,0.0,8.6,3.0,10.7944444444
IND00050,28.0,0.0,8.1,2.0,10.6972222222
IND00050,30.0,0.0,8.0,2.0,11.2222222222
IND00050,30.0,0.0,8.3,3.0,11.5361111111
IND00050,28.0,0.0,7.4,5.0,11.15
IND00050,28.0,0.0,7.9,4.0,11.0805555556
IND00050,28.0,0.0,7.9,4.0,11.0805555556
IND00050,28.0,229.603294359,7.8,3.0,55.472862792
IND00050,27.0,229.603294359,7.7,0.0,54.497862792
IND00050,27.0,229.603294359,7.4,0.0,54.4061961254
IND00050,30.0,229.603294359,8.3,2.0,55.9589739031
IND00050,28.0,229.603294359,6.3,2.0,54.7923072365
IND00050,29.0,229.603294359,7.6,0.0,55.022862792
IND00050,27.5,229.603294359,7.6,4.0,55.4950850143
IND00050,27.0,229.603294359,7.4,1.0,54.6284183476
IND00050,28.0,229.603294359,8.1,1.0,55.1200850143
IND00050,30.0,229.603294359,8.1,1.0,55.6756405698
IND00050,30.0,229.603294359,8.1,1.0,55.6756405698
IND00050,35.0,229.603294359,8.3,1.0,57.1256405698
IND00050,38.0,229.603294359,8.1,3.0,58.3423072365
IND00050,37.0,229.603294359,8.1,7.0,58.9534183476
IND00050,33.0,229.603294359,8.1,6.0,57.6200850143
IND00050,30.0,229.603294359,8.1,2.0,55.897862792
IND00050,31.0,229.603294359,8.1,4.0,56.6200850143
IND00050,26.0,229.603294359,8.1,1.0,54.5645294587
IND00050,37.0,229.603294359,8.1,1.0,57.6200850143
IND00050,36.0,229.603294359,8.1,4.0,58.0089739031
IND00050,36.0,229.603294359,8.1,3.0,57.7867516809
IND00050,36.0,229.603294359,8.1,4.0,58.0089739031
IND00050,32.0,229.603294359,7.1,6.0,57.0367516809
IND00050,32.0,229.603294359,8.1,5.0,57.1200850143
IND00050,32.0,229.603294359,9.1,8.0,58.0923072365
IND00050,31.0,229.603294359,8.0,2.0,56.1450850143
IND00050,31.0,229.603294359,8.1,5.0,56.8423072365
IND00050,30.0,229.603294359,7.1,2.0,55.5923072365
IND00050,32.0,229.603294359,8.1,2.0,56.4534183476
IND00050,33.0,0.0,8.1,2.0,12.0861111111
IND00050,33.0,0.0,7.1,0.0,11.3361111111
IND00050,32.0,0.0,7.1,0.0,11.0583333333
IND00050,31.0,0.0,8.1,0.0,11.0861111111
IND00050,30.0,0.0,8.1,3.0,11.475
IND00050,34.0,0.0,7.1,1.0,11.8361111111
IND00050,31.0,0.0,7.1,1.0,11.0027777778
IND00050,30.0,0.0,8.1,0.0,10.8083333333
IND00050,30.0,0.0,7.1,0.0,10.5027777778
IND00050,30.0,0.0,7.1,0.0,10.5027777778
IND00050,31.0,0.0,7.1,0.0,10.7805555556
IND00050,32.0,0.0,7.1,0.0,11.0583333333
IND00050,32.0,0.0,3.0,2.0,10.25
IND00050,30.0,0.0,7.0,0.0,10.4722222222
IND00050,34.0,0.0,8.0,2.0,12.3333333333
IND00050,35.0,0.0,7.0,2.0,12.3055555556
IND00050,32.0,0.0,8.0,3.0,12.0
IND00050,33.0,0.0,8.0,2.0,12.0555555556
IND00050,32.0,0.0,8.0,2.0,11.7777777778
IND00050,33.0,0.0,7.0,2.0,11.75
IND00050,32.0,0.0,8.0,3.0,12.0
IND00050,33.0,0.0,8.0,3.0,12.2777777778
IND00050,30.0,229.603294359,8.1,2.0,55.897862792
IND00050,33.0,229.603294359,9.1,3.0,57.2589739031
IND00050,36.0,229.603294359,8.1,2.0,57.5645294587
IND00050,27.0,229.603294359,7.1,2.0,54.7589739031
IND00050,29.0,229.603294359,8.1,2.0,55.6200850143
IND00050,29.0,229.603294359,7.0,3.0,55.5061961254
IND00050,26.6836370236,229.603294359,8.1,20.1385306715,59.0074354478
IND00050,26.6836370236,229.603294359,8.2,20.1385306715,59.0379910034
IND00050,26.6836370236,229.603294359,8.4,1.0,54.8460952986
IND00050,26.6836370236,229.603294359,8.8,2.0,55.190539743
IND00050,26.6836370236,229.603294359,7.7,20.1385306715,58.8852132256
IND00050,26.6836370236,229.603294359,7.2,9.0,56.2572064097
IND00050,26.6836370236,229.603294359,8.4,1.0,54.8460952986
IND00050,26.6836370236,229.603294359,7.8,2.0,54.8849841875
IND00050,26.6836370236,229.603294359,7.6,1.0,54.6016508541
IND00050,26.6836370236,229.603294359,8.3,20.1385306715,59.0685465589
IND00050,0.0,229.603294359,8.1,0.0,47.1200850143
IND00050,33.5,229.603294359,7.7,2.0,56.747862792
IND00050,33.0,229.603294359,7.4,1.0,56.2950850143
IND00050,34.0,229.603294359,8.6,0.0,56.7173072365
IND00050,33.0,229.603294359,8.2,1.0,56.5395294587
IND00050,33.0,229.603294359,7.8,0.0,56.1950850143
IND00050,33.0,229.603294359,8.2,0.0,56.3173072365
IND00050,33.5,229.603294359,8.0,0.0,56.3950850143
IND00050,28.0,0.0,8.2,9.0,12.2833333333
IND00050,34.0,0.0,8.6,6.0,13.4055555556
IND00050,32.0,0.0,8.8,9.0,13.5777777778
IND00050,30.0,0.0,8.1,12.0,13.475
IND00050,31.0,0.0,8.2,8.0,12.8944444444
IND00050,32.0,0.0,8.1,12.0,14.0305555556
IND00050,29.0,0.0,8.2,10.0,12.7833333333
IND00050,31.0,0.0,8.4,11.0,13.6222222222
IND00050,29.0,0.0,8.4,2.0,11.0666666667
IND00050,27.0,0.0,8.4,4.0,10.9555555556
IND00050,32.0,0.0,8.1,9.0,13.3638888889
IND00050,38.0,229.603294359,8.2,5.0,58.8173072365
IND00050,33.0,229.603294359,8.3,6.0,57.6811961254
IND00050,32.0,229.603294359,8.4,9.0,58.1006405698
IND00050,30.0,229.603294359,7.6,4.0,56.1895294587
IND00050,30.0,229.603294359,8.3,12.0,58.1811961254
IND00050,31.0,229.603294359,8.1,14.0,58.8423072365
IND00050,32.0,229.603294359,8.3,64.0,70.2923072365
IND00050,29.0,229.603294359,8.5,4.0,56.1867516809
IND00050,29.0,229.603294359,8.4,6.0,56.6006405698
IND00050,31.0,229.603294359,7.9,7.0,57.2256405698
IND00050,29.0,229.603294359,8.3,6.0,56.5700850143
IND00050,30.0,229.603294359,8.2,8.0,57.2617516809
IND00050,28.0,229.603294359,8.2,5.0,56.0395294587
IND00050,31.0,229.603294359,8.3,8.0,57.5700850143
IND00050,33.0,229.603294359,8.0,20.1385306715,60.7314251635
IND00050,32.0,229.603294359,7.7,5.0,56.997862792
IND00050,30.0,229.603294359,8.2,28.0,61.7061961254
IND00050,31.0,229.603294359,8.1,27.0,61.7311961254
IND00050,30.0,229.603294359,8.1,15.0,58.7867516809
IND00050,27.0,229.603294359,7.9,4.0,55.447862792
IND00050,28.0,229.603294359,7.8,8.0,56.5839739031
IND00050,28.0,229.603294359,7.8,3.0,55.472862792
IND00050,26.0,229.603294359,8.8,1.0,54.7784183476
IND00050,29.0,229.603294359,8.1,1.0,55.397862792
IND00050,29.0,229.603294359,8.1,3.0,55.8423072365
IND00050,28.0,229.603294359,8.3,3.0,55.6256405698
IND00050,29.0,229.603294359,8.4,3.0,55.9339739031
IND00050,30.0,229.603294359,7.0,24.0,60.4506405698
IND00050,29.0,229.603294359,7.1,5.0,55.9811961254
IND00050,26.0,229.603294359,7.4,10.0,56.3506405698
IND00050,31.0,229.603294359,7.7,3.0,56.2756405698
IND00050,31.0,229.603294359,7.7,6.0,56.9423072365
IND00050,30.0,229.603294359,7.8,6.0,56.6950850143
IND00050,28.0,229.603294359,8.8,11.0,57.5561961254
IND00050,29.0,229.603294359,9.0,8.0,57.2284183476
IND00050,26.0,229.603294359,8.5,13.0,57.3534183476
IND00050,27.0,229.603294359,8.0,8.0,56.3673072365
IND00050,28.0,229.603294359,8.3,20.1385306715,59.4342029413
IND00050,29.0,229.603294359,8.08,20.1385306715,59.6447584968
IND00050,29.5,229.603294359,8.15,20.1385306715,59.8050362746
IND00050,31.0,636.0,7.76,2.0,135.093333333
IND00050,32.0,229.603294359,7.85,20.1385306715,60.4078140524
IND00050,31.0,229.603294359,7.84,20.1385306715,60.126980719
IND00050,31.0,229.603294359,7.66,20.1385306715,60.071980719
IND00050,32.0,229.603294359,8.87,20.1385306715,60.719480719
IND00050,32.0,229.603294359,8.0,20.1385306715,60.4536473857
IND00050,33.0,229.603294359,7.84,20.1385306715,60.6825362746
IND00050,33.0,229.603294359,7.71,20.1385306715,60.6428140524
IND00050,33.0,229.603294359,7.58,20.1385306715,60.6030918301
IND00050,34.0,229.603294359,8.19,20.1385306715,61.0672584968
IND00050,33.0,229.603294359,8.01,20.1385306715,60.734480719
IND00050,29.0,229.603294359,8.07,20.1385306715,59.6417029412
IND00050,30.0,229.603294359,7.96,20.1385306715,59.8858696079
IND00050,34.0,229.603294359,7.94,20.1385306715,60.9908696079
IND00050,28.0,229.603294359,7.67,20.1385306715,59.2417029413
IND00050,34.0,229.603294359,7.3,20.1385306715,60.7953140524
IND00050,31.0,229.603294359,7.53,20.1385306715,60.0322584968
IND00050,31.0,229.603294359,7.01,20.1385306715,59.8733696079
IND00050,27.0,229.603294359,7.5,20.1385306715,58.911980719
IND00050,28.0,229.603294359,8.66,6.0,56.4023072365
